# DCB sat:
G 1      -9.055
G 3      13.740
G 4       0.637
G 6      17.391
G 7     -14.886
G 8      15.292
G 9      14.718
G11      -7.870
G14      -5.562
G15     -14.830
G17     -17.655
G21     -12.800
G23      -8.015
G25      10.314
G26      18.259
G27      13.524
G28     -10.995
G30       9.863
G31     -17.570
G32       5.500
R 2       7.170
R 3      -9.991
R 4     -10.879
R 5       2.682
R 6       8.682
R 7      -9.522
R 8     -17.290
R 9      -2.974
R11      -0.935
R12       9.415
R14      13.242
R15       7.281
R16       7.060
R17       0.167
R18      15.930
R19     -15.191
R20      -7.393
R21      -3.036
R22       0.256
R24       5.326
# DCB rec:
G     -60.942
R     -29.402
