# DCB sat:
G 1      -9.956
G 3      13.090
G 4       0.085
G 6      16.934
G 7     -15.590
G 8      14.641
G 9      14.474
G11      -8.354
G14      -6.255
G15     -14.468
G17     -17.807
G21     -13.206
G25      10.328
G26      17.771
G27      12.908
G28     -11.256
G30       9.181
G31     -17.999
G32       5.477
R 2       7.375
R 3     -10.025
R 4     -10.987
R 5       2.554
R 6       8.624
R 7      -9.483
R 8     -16.487
R 9      -3.019
R12       9.691
R14      13.118
R15       7.127
R16       6.744
R17       0.137
R18      15.581
R19     -15.445
R20      -7.344
R21      -3.077
R22      -0.483
R24       5.400
# DCB rec:
G     -61.993
R     -30.871
