# DCB sat:
G 1     -15.799
G 3       2.570
G 4      -9.587
G 6      13.809
G 7     -22.061
G 8      12.629
G 9       7.170
G11      -8.438
G14      -7.649
G15     -10.784
G17       6.003
G21      12.672
G25       9.486
G26     -16.418
G27       4.367
G28     -26.029
G30       0.619
G31      36.034
G32      11.406
R 2     -17.829
R 3      -2.634
R 4       7.643
R 5      -5.332
R 6       2.567
R 7      10.419
R 8       8.240
R 9       2.699
R12       4.603
R14       2.031
R15      15.273
R16     -19.680
R17      -7.885
R18      -0.339
R19       3.772
R20      -0.887
R21      -0.887
R22      -0.887
R24      -0.887
# DCB rec:
G     -27.226
R       0.887
