# DCB sat:
G 1     -10.182
G 3      13.070
G 4      -0.018
G 6      17.407
G 7     -15.722
G 8      13.917
G 9      14.932
G11      -7.351
G14      -6.516
G15     -15.455
G17     -19.764
G21     -13.625
G25      11.457
G26      18.424
G27      11.571
G28     -10.564
G30       9.158
G31     -17.741
G32       7.003
R 2       8.427
R 3      -9.894
R 4     -10.948
R 5       2.408
R 6       8.562
R 7      -9.727
R 8     -17.713
R 9      -3.301
R12      10.736
R14      12.976
R15       6.928
R16       6.795
R17      -0.975
R18      15.691
R19     -15.432
R20      -6.926
R21      -1.945
R22       0.881
R24       3.457
# DCB rec:
G     -59.928
R     -28.856
