# DCB sat:
G 1      -9.641
G 3      13.109
G 4       0.019
G 6      17.106
G 7     -15.387
G 8      14.477
G 9      14.624
G11      -7.706
G14      -5.948
G15     -15.130
G17     -19.274
G21     -13.407
G25      10.827
G26      17.964
G27      12.698
G28     -11.174
G30       9.478
G31     -18.040
G32       5.407
R 2       7.417
R 3     -10.161
R 4     -11.046
R 5       2.607
R 6       8.604
R 7      -9.549
R 8     -17.275
R 9      -2.884
R12       9.807
R14      13.125
R15       7.094
R16       7.091
R17      -0.458
R18      15.354
R19     -15.415
R20      -7.215
R21      -2.683
R22       0.860
R24       4.726
# DCB rec:
G     -59.156
R     -28.052
