# DCB sat:
G 1      -9.838
G 3      12.910
G 4      -0.124
G 6      17.503
G 7     -15.262
G 8      14.146
G 9      15.259
G11      -6.465
G14      -5.770
G15     -15.336
G17     -21.968
G21     -13.673
G25      11.686
G26      18.133
G27      11.815
G28     -10.998
G30       9.753
G31     -18.102
G32       6.331
R 2       7.629
R 3     -10.448
R 4     -11.303
R 5       2.433
R 6       8.525
R 7      -9.441
R 8     -17.746
R 9      -2.835
R12       9.987
R14      12.840
R15       6.957
R16       7.314
R17      -1.470
R18      15.006
R19     -15.687
R20      -7.131
R21      -1.501
R22       2.820
R24       4.049
# DCB rec:
G     -57.339
R     -26.142
