# DCB sat:
G 1     -11.338
G 3      10.812
G 4      -2.348
G 6      15.014
G 7     -17.453
G 8      13.444
G 9      12.367
G11      -9.960
G14      -7.722
G15     -13.381
G17     -22.887
G21     -15.448
G23       8.417
G25      15.847
G26      11.665
G27     -13.507
G28       7.540
G30     -20.425
G31       2.987
G32      36.376
R 2     -11.737
R 3     -12.621
R 4       1.042
R 5       7.087
R 6     -10.209
R 7     -14.151
R 8      -3.513
R 9      -1.941
R11       8.312
R12      11.698
R14       5.858
R15       6.178
R16      -0.598
R17      13.828
R18     -16.599
R19      -8.564
R20      -4.011
R21       0.055
R22       6.196
R24      23.690
# DCB rec:
G     -53.962
R     -23.690
