# DCB sat:
G 1     -12.327
G 3      10.143
G 4      -2.881
G 6      14.706
G 7     -18.608
G 8      13.646
G 9      11.529
G11     -10.189
G14      -8.764
G15      -9.679
G17     -22.242
G21     -14.737
G23       8.651
G25      15.656
G26      12.802
G27     -13.622
G28       6.384
G30     -20.751
G31       3.622
G32      36.660
R 2     -12.216
R 3     -13.197
R 4       0.359
R 5       6.514
R 6     -10.126
R 7     -10.182
R 8      -3.740
R 9      -2.161
R11       8.424
R12      11.376
R14       5.218
R15       4.775
R16       0.966
R17      12.828
R18     -17.239
R19      -8.808
R20      -4.237
R21      -1.251
R22       8.702
R24      23.995
# DCB rec:
G     -54.374
R     -23.995
