# UT  I_v  G_lon  G_lat  G_q_lon  G_q_lat  G_t  G_q_t
  0.000      4.696     -0.068     -0.521      0.007     0.026     -2.505     -2.387
  1.000      5.589     -0.062     -0.268     -0.004    -0.003      0.509     -0.182
  2.000      4.764     -0.049     -0.220      0.001     0.000      0.708     -0.099
  3.000      4.028     -0.047     -0.287      0.005     0.006     -0.062      0.758
  4.000      5.343      0.136     -0.350      0.008     0.002     -2.828      2.020
  5.000     10.806      0.398     -0.441      0.007    -0.013     -6.397      1.763
  6.000     18.917      0.531     -0.513     -0.009    -0.026     -6.693     -1.075
  7.000     25.119      0.614     -0.470     -0.013    -0.041     -5.455     -0.356
