# DCB sat:
G 1     -13.642
G 3       7.324
G 4      -5.262
G 6      14.695
G 7     -19.916
G 8      14.922
G 9       9.487
G11      -9.054
G14      -7.840
G15       1.662
G17     -26.915
G21     -12.388
G23       8.758
G25      14.884
G26      14.212
G27     -14.450
G28       5.917
G30     -22.685
G31       3.396
G32      36.896
R 2     -14.973
R 3     -16.070
R 4      -2.069
R 5       5.299
R 6      -7.692
R 7      -1.247
R 8      -3.122
R 9       8.190
R11       9.306
R12       3.323
R14       3.819
R15       2.751
R16      11.640
R17     -19.166
R18      -9.544
R19      -3.589
R20      -1.499
R21      11.962
R22      11.341
R24      11.341
# DCB rec:
G     -42.157
R     -11.341
