# DCB sat:
G 1      -9.616
G 3      13.261
G 4       0.082
G 6      17.318
G 7     -15.073
G 8      14.380
G 9      14.452
G11      -7.425
G14      -5.800
G15     -16.687
G17     -17.825
G21     -13.455
G25      10.140
G26      18.032
G27      12.449
G28     -11.212
G30       9.831
G31     -18.066
G32       5.214
R 2       7.373
R 3     -10.229
R 4     -11.029
R 5       2.529
R 6       8.871
R 7      -9.522
R 8     -18.722
R 9      -3.039
R12       9.788
R14      13.054
R15       7.230
R16       7.396
R17      -1.055
R18      15.788
R19     -15.261
R20      -7.159
R21      -2.311
R22       1.963
R24       4.335
# DCB rec:
G     -58.110
R     -26.954
