# DCB sat:
G 1      -9.838
G 3      12.931
G 4      -0.116
G 6      17.462
G 7     -15.253
G 8      14.071
G 9      15.260
G11      -6.967
G14      -5.757
G15     -15.309
G17     -21.054
G21     -13.643
G25      11.495
G26      18.040
G27      11.721
G28     -11.076
G30       9.774
G31     -18.093
G32       6.351
R 2       7.682
R 3     -10.363
R 4     -11.237
R 5       2.383
R 6       8.587
R 7      -9.253
R 8     -17.906
R 9      -2.793
R12       9.984
R14      12.832
R15       7.008
R16       7.374
R17      -1.574
R18      15.443
R19     -15.594
R20      -7.142
R21      -1.734
R22       2.345
R24       3.959
# DCB rec:
G     -57.375
R     -26.223
