# DCB sat:
G 1      -9.834
G 3      13.064
G 4       0.025
G 6      17.025
G 7     -15.583
G 8      14.584
G 9      14.423
G11      -7.920
G14      -6.180
G15     -14.518
G17     -18.798
G21     -13.277
G25      10.676
G26      17.904
G27      12.998
G28     -11.210
G30       9.224
G31     -18.056
G32       5.452
R 2       7.385
R 3     -10.169
R 4     -11.047
R 5       2.577
R 6       8.547
R 7      -9.603
R 8     -16.614
R 9      -2.992
R12       9.771
R14      13.129
R15       7.040
R16       6.780
R17       0.032
R18      15.360
R19     -15.483
R20      -7.268
R21      -2.835
R22       0.219
R24       5.170
# DCB rec:
G     -60.683
R     -29.556
