# DCB sat:
G 1     -13.194
G 3       7.602
G 4      -5.051
G 6      14.751
G 7     -19.234
G 8      15.119
G 9       9.719
G11      -9.001
G14      -7.138
G15       0.628
G17     -27.054
G21     -12.920
G23       8.409
G25      14.770
G26      13.948
G27     -14.713
G28       6.596
G30     -22.732
G31       2.972
G32      36.520
R 2     -15.195
R 3     -16.171
R 4      -2.088
R 5       5.298
R 6      -8.013
R 7      -1.429
R 8      -3.580
R 9       7.499
R11       9.044
R12       3.372
R14       4.363
R15       2.208
R16      12.152
R17     -19.211
R18      -9.860
R19      -3.885
R20      -1.641
R21      11.292
R22      12.921
R24      12.921
# DCB rec:
G     -43.960
R     -12.921
