# UT  I_v  G_lon  G_lat  G_q_lon  G_q_lat  G_t  G_q_t
  0.000      7.439     -0.053     -0.502     -0.003     0.014     -2.662     -2.469
  1.000      8.402     -0.046     -0.303     -0.013    -0.013      0.418     -0.420
  2.000      7.466     -0.052     -0.263     -0.008    -0.008      0.784     -0.048
  3.000      6.621     -0.065     -0.333     -0.003    -0.001     -0.053      0.964
  4.000      7.984      0.145     -0.389      0.004    -0.006     -3.169      2.042
  5.000     13.603      0.447     -0.465      0.008    -0.015     -7.069      1.854
  6.000     22.003      0.565     -0.491     -0.002    -0.020     -7.260     -1.148
  7.000     28.375      0.563     -0.372      0.001    -0.034     -6.003      0.184
