# UT  I_v  G_lon  G_lat  G_q_lon  G_q_lat  G_t  G_q_t
  0.000      4.906     -0.093     -0.612      0.016     0.038     -2.769     -2.582
  1.000      5.935     -0.085     -0.337      0.004     0.005      0.470     -0.230
  2.000      5.093     -0.068     -0.280      0.009     0.008      0.767     -0.104
  3.000      4.296     -0.057     -0.358      0.014     0.015     -0.080      0.827
  4.000      5.589      0.161     -0.438      0.019     0.014     -3.210      2.304
  5.000     11.273      0.485     -0.564      0.025     0.009     -7.088      1.838
  6.000     19.628      0.633     -0.652      0.019     0.002     -7.432     -1.050
  7.000     25.944      0.782     -0.634      0.031    -0.006     -5.942     -0.362
