# DCB sat:
G 1     -10.249
G 3      12.801
G 4      -0.073
G 6      17.286
G 7     -15.842
G 8      14.598
G 9      14.824
G11      -7.409
G14      -6.487
G15     -13.778
G17     -20.711
G21     -13.482
G25      11.182
G26      18.088
G27      12.693
G28     -10.954
G30       8.924
G31     -18.083
G32       6.670
R 2       7.896
R 3     -10.297
R 4     -11.139
R 5       2.446
R 6       8.363
R 7      -9.606
R 8     -16.077
R 9      -3.099
R12      10.131
R14      12.961
R15       6.899
R16       6.510
R17      -0.045
R18      15.546
R19     -15.667
R20      -7.151
R21      -2.022
R22       0.196
R24       4.154
# DCB rec:
G     -61.272
R     -30.121
