# DCB sat:
G 1     -10.195
G 3      12.816
G 4      -0.090
G 6      17.324
G 7     -15.755
G 8      14.489
G 9      14.904
G11      -7.254
G14      -6.379
G15     -14.020
G17     -20.922
G21     -13.509
G25      11.286
G26      18.100
G27      12.533
G28     -10.950
G30       9.056
G31     -18.083
G32       6.649
R 2       7.880
R 3     -10.315
R 4     -11.166
R 5       2.443
R 6       8.387
R 7      -9.580
R 8     -16.340
R 9      -3.058
R12      10.132
R14      12.942
R15       6.900
R16       6.643
R17      -0.296
R18      15.432
R19     -15.672
R20      -7.137
R21      -1.920
R22       0.589
R24       4.136
# DCB rec:
G     -60.302
R     -29.150
