# UT  I_v  G_lon  G_lat  G_q_lon  G_q_lat  G_t  G_q_t
  0.000      4.426     -0.057     -0.472      0.004     0.021     -2.328     -2.263
  1.000      5.226     -0.052     -0.232     -0.007    -0.007      0.524     -0.142
  2.000      4.421     -0.041     -0.189     -0.003    -0.003      0.666     -0.100
  3.000      3.725     -0.041     -0.250      0.001     0.002     -0.054      0.707
  4.000      5.037      0.122     -0.306      0.003    -0.003     -2.607      1.872
  5.000     10.378      0.350     -0.378     -0.001    -0.023     -5.988      1.699
  6.000     18.333      0.477     -0.442     -0.024    -0.039     -6.261     -1.083
  7.000     24.454      0.528     -0.388     -0.034    -0.058     -5.169     -0.332
