# UT  I_v  G_lon  G_lat  G_q_lon  G_q_lat  G_t  G_q_t
  0.000      4.964     -0.019     -0.488     -0.016     0.010     -4.623     -3.634
  1.000      6.581     -0.045     -0.316     -0.018    -0.018      0.374     -0.384
  2.000      5.628     -0.057     -0.285     -0.009    -0.012      0.766     -0.026
  3.000      4.870     -0.063     -0.354     -0.006    -0.007     -0.037      0.875
  4.000      6.116      0.120     -0.373      0.001    -0.012     -3.051      2.000
  5.000     11.553      0.376     -0.401     -0.003    -0.023     -6.492      1.717
  6.000     19.785      0.519     -0.443     -0.030    -0.041     -6.632     -1.123
  7.000     25.877      0.491     -0.321     -0.034    -0.060     -5.549      0.197
