# DCB sat:
G 1     -10.305
G 3      12.860
G 4      -0.049
G 6      17.234
G 7     -15.804
G 8      14.483
G 9      14.896
G11      -7.875
G14      -6.482
G15     -13.909
G17     -20.010
G21     -13.505
G25      11.163
G26      18.041
G27      12.454
G28     -10.959
G30       8.977
G31     -18.015
G32       6.805
R 2       8.034
R 3     -10.145
R 4     -11.099
R 5       2.391
R 6       8.410
R 7      -9.470
R 8     -16.274
R 9      -3.086
R12      10.182
R14      12.945
R15       6.943
R16       6.586
R17      -0.274
R18      15.709
R19     -15.598
R20      -7.172
R21      -2.321
R22      -0.121
R24       4.358
# DCB rec:
G     -61.459
R     -30.329
