# UT  I_v  G_lon  G_lat  G_q_lon  G_q_lat  G_t  G_q_t
  0.000      5.119     -0.046     -0.419     -0.005     0.009     -2.180     -2.146
  1.000      5.856     -0.041     -0.227     -0.014    -0.015      0.488     -0.254
  2.000      5.004     -0.038     -0.193     -0.010    -0.010      0.660     -0.078
  3.000      4.266     -0.047     -0.254     -0.006    -0.004     -0.023      0.809
  4.000      5.649      0.115     -0.295     -0.004    -0.013     -2.574      1.673
  5.000     10.931      0.339     -0.335     -0.011    -0.033     -5.956      1.672
  6.000     18.899      0.456     -0.364     -0.036    -0.052     -6.170     -1.182
  7.000     25.019      0.418     -0.247     -0.051    -0.074     -5.193      0.108
