# DCB sat:
G 1      -9.954
G 3      12.881
G 4      -0.122
G 6      17.455
G 7     -15.412
G 8      14.208
G 9      15.164
G11      -6.690
G14      -5.955
G15     -14.945
G17     -21.666
G21     -13.621
G25      11.591
G26      18.126
G27      12.003
G28     -10.975
G30       9.549
G31     -18.095
G32       6.457
R 2       7.727
R 3     -10.404
R 4     -11.262
R 5       2.437
R 6       8.484
R 7      -9.482
R 8     -17.332
R 9      -2.901
R12      10.054
R14      12.871
R15       6.934
R16       7.123
R17      -1.150
R18      15.104
R19     -15.683
R20      -7.120
R21      -1.602
R22       2.131
R24       4.072
# DCB rec:
G     -57.963
R     -26.786
