# UT  I_v  G_lon  G_lat  G_q_lon  G_q_lat  G_t  G_q_t
  0.000      5.707     -0.050     -0.446     -0.004     0.011     -2.361     -2.268
  1.000      6.528     -0.043     -0.252     -0.013    -0.015      0.469     -0.307
  2.000      5.649     -0.043     -0.215     -0.009    -0.010      0.700     -0.068
  3.000      4.878     -0.052     -0.279     -0.005    -0.003     -0.033      0.860
  4.000      6.260      0.125     -0.324     -0.001    -0.011     -2.767      1.791
  5.000     11.649      0.374     -0.375     -0.005    -0.028     -6.318      1.742
  6.000     19.762      0.492     -0.403     -0.026    -0.042     -6.528     -1.175
  7.000     25.967      0.463     -0.285     -0.036    -0.062     -5.456      0.128
