# DCB sat:
G 1     -10.245
G 3      12.877
G 4      -0.014
G 6      17.183
G 7     -15.796
G 8      14.388
G 9      15.036
G11      -7.970
G14      -6.477
G15     -13.994
G17     -19.547
G21     -13.589
G25      11.005
G26      18.069
G27      12.093
G28     -10.853
G30       8.998
G31     -17.903
G32       6.740
R 2       8.112
R 3      -9.980
R 4     -10.983
R 5       2.447
R 6       8.459
R 7      -9.453
R 8     -16.385
R 9      -3.066
R12      10.232
R14      12.963
R15       6.967
R16       6.675
R17      -0.287
R18      15.818
R19     -15.532
R20      -7.082
R21      -2.364
R22      -0.624
R24       4.082
# DCB rec:
G     -61.492
R     -30.429
