# DCB sat:
G 1      -9.954
G 3      12.927
G 4      -0.080
G 6      17.392
G 7     -15.350
G 8      14.152
G 9      15.212
G11      -7.236
G14      -5.911
G15     -15.013
G17     -20.749
G21     -13.584
G25      11.278
G26      18.043
G27      11.909
G28     -11.010
G30       9.621
G31     -18.052
G32       6.407
R 2       7.733
R 3     -10.317
R 4     -11.198
R 5       2.393
R 6       8.565
R 7      -9.297
R 8     -17.523
R 9      -2.867
R12      10.012
R14      12.859
R15       7.003
R16       7.211
R17      -1.304
R18      15.434
R19     -15.618
R20      -7.163
R21      -1.922
R22       1.863
R24       4.135
# DCB rec:
G     -58.085
R     -26.925
