# DCB sat:
G 1     -10.296
G 3      12.856
G 4      -0.031
G 6      17.220
G 7     -15.765
G 8      14.503
G 9      14.913
G11      -7.895
G14      -6.446
G15     -13.848
G17     -19.996
G21     -13.475
G25      10.999
G26      18.014
G27      12.505
G28     -10.952
G30       9.015
G31     -18.012
G32       6.692
R 2       7.952
R 3     -10.175
R 4     -11.099
R 5       2.403
R 6       8.431
R 7      -9.436
R 8     -16.213
R 9      -3.065
R12      10.125
R14      12.944
R15       6.964
R16       6.613
R17      -0.252
R18      15.674
R19     -15.620
R20      -7.194
R21      -2.358
R22      -0.102
R24       4.408
# DCB rec:
G     -61.474
R     -30.329
