# DCB sat:
G 1      -9.201
G 3      13.681
G 4       0.693
G 6      17.325
G 7     -15.033
G 8      15.494
G 9      14.393
G11      -8.100
G14      -5.728
G15     -14.255
G17     -17.329
G21     -12.673
G23      -7.691
G25       9.973
G26      18.171
G27      14.021
G28     -11.023
G30       9.634
G31     -17.624
G32       5.272
R 2       7.037
R 3      -9.988
R 4     -10.869
R 5       2.673
R 6       8.666
R 7      -9.469
R 8     -16.549
R 9      -3.079
R11      -1.382
R12       9.385
R14      13.275
R15       7.261
R16       6.766
R17       0.737
R18      15.919
R19     -15.251
R20      -7.416
R21      -3.220
R22      -0.543
R24       6.046
# DCB rec:
G     -62.757
R     -31.201
