# DCB sat:
G 1      -9.964
G 3      12.913
G 4      -0.108
G 6      17.412
G 7     -15.395
G 8      14.125
G 9      15.182
G11      -7.184
G14      -5.944
G15     -14.961
G17     -20.802
G21     -13.604
G25      11.444
G26      18.043
G27      11.873
G28     -11.037
G30       9.578
G31     -18.072
G32       6.502
R 2       7.797
R 3     -10.304
R 4     -11.201
R 5       2.385
R 6       8.543
R 7      -9.307
R 8     -17.505
R 9      -2.868
R12      10.061
R14      12.861
R15       6.983
R16       7.186
R17      -1.284
R18      15.476
R19     -15.595
R20      -7.133
R21      -1.853
R22       1.698
R24       4.060
# DCB rec:
G     -58.029
R     -26.891
