# DCB sat:
G 1     -13.863
G 3       7.170
G 4      -5.363
G 6      14.665
G 7     -20.311
G 8      14.866
G 9       9.376
G11      -9.132
G14      -8.273
G15       1.817
G17     -26.622
G21     -12.140
G23       8.953
G25      14.990
G26      14.378
G27     -14.259
G28       5.500
G30     -22.621
G31       3.700
G32      37.166
R 2     -14.749
R 3     -15.930
R 4      -1.982
R 5       5.386
R 6      -7.516
R 7      -1.146
R 8      -2.819
R 9       8.668
R11       9.544
R12       3.373
R14       3.531
R15       3.144
R16      11.557
R17     -19.049
R18      -9.293
R19      -3.395
R20      -1.420
R21      12.204
R22       9.946
R24       9.946
# DCB rec:
G     -40.574
R      -9.946
