# DCB sat:
G 1      -9.450
G 3      13.281
G 4       0.085
G 6      17.367
G 7     -14.905
G 8      14.412
G 9      14.574
G11      -7.256
G14      -5.579
G15     -17.132
G17     -18.124
G21     -13.581
G25      10.119
G26      18.066
G27      12.292
G28     -11.220
G30      10.042
G31     -18.067
G32       5.076
R 2       7.328
R 3     -10.258
R 4     -11.043
R 5       2.538
R 6       8.921
R 7      -9.455
R 8     -19.221
R 9      -2.933
R12       9.739
R14      13.035
R15       7.272
R16       7.636
R17      -1.365
R18      15.864
R19     -15.223
R20      -7.158
R21      -2.250
R22       2.582
R24       3.992
# DCB rec:
G     -57.415
R     -26.255
