# DCB sat:
G 1      -9.977
G 3      13.049
G 4       0.058
G 6      16.953
G 7     -15.598
G 8      14.695
G 9      14.345
G11      -8.232
G14      -6.254
G15     -14.392
G17     -17.723
G21     -13.162
G25      10.300
G26      17.742
G27      12.980
G28     -11.343
G30       9.170
G31     -18.073
G32       5.462
R 2       7.306
R 3     -10.141
R 4     -11.038
R 5       2.522
R 6       8.611
R 7      -9.469
R 8     -16.448
R 9      -3.011
R12       9.610
R14      13.086
R15       7.113
R16       6.727
R17       0.191
R18      15.673
R19     -15.473
R20      -7.414
R21      -2.936
R22      -0.274
R24       5.365
# DCB rec:
G     -61.933
R     -30.796
