# UT  I_v  G_lon  G_lat  G_q_lon  G_q_lat  G_t  G_q_t
  0.000      4.369     -0.017     -0.463     -0.016     0.009     -4.655     -3.664
  1.000      5.980     -0.042     -0.292     -0.018    -0.019      0.408     -0.334
  2.000      5.043     -0.052     -0.262     -0.010    -0.013      0.733     -0.033
  3.000      4.306     -0.056     -0.328     -0.007    -0.008     -0.027      0.842
  4.000      5.570      0.114     -0.344     -0.001    -0.015     -2.869      1.884
  5.000     10.872      0.351     -0.364     -0.009    -0.029     -6.172      1.742
  6.000     19.011      0.491     -0.411     -0.041    -0.053     -6.328     -1.142
  7.000     25.030      0.451     -0.287     -0.051    -0.074     -5.309      0.176
