# DCB sat:
G 1      -9.799
G 3      13.236
G 4       0.087
G 6      17.254
G 7     -15.261
G 8      14.399
G 9      14.296
G11      -7.641
G14      -6.041
G15     -16.166
G17     -17.480
G21     -13.312
G25      10.122
G26      17.987
G27      12.672
G28     -11.214
G30       9.589
G31     -18.069
G32       5.341
R 2       7.403
R 3     -10.201
R 4     -11.017
R 5       2.519
R 6       8.815
R 7      -9.590
R 8     -18.128
R 9      -3.150
R12       9.818
R14      13.076
R15       7.191
R16       7.115
R17      -0.649
R18      15.736
R19     -15.307
R20      -7.175
R21      -2.416
R22       1.238
R24       4.721
# DCB rec:
G     -59.152
R     -27.994
