# DCB sat:
G 1     -10.153
G 3      12.828
G 4      -0.100
G 6      17.351
G 7     -15.691
G 8      14.419
G 9      14.959
G11      -7.142
G14      -6.299
G15     -14.197
G17     -21.071
G21     -13.529
G25      11.355
G26      18.106
G27      12.421
G28     -10.950
G30       9.153
G31     -18.084
G32       6.626
R 2       7.861
R 3     -10.330
R 4     -11.185
R 5       2.442
R 6       8.405
R 7      -9.561
R 8     -16.532
R 9      -3.027
R12      10.127
R14      12.928
R15       6.903
R16       6.739
R17      -0.472
R18      15.357
R19     -15.675
R20      -7.130
R21      -1.851
R22       0.879
R24       4.122
# DCB rec:
G     -59.713
R     -28.559
