# DCB sat:
G 1      -9.272
G 3      13.183
G 4       0.032
G 6      17.234
G 7     -15.021
G 8      14.449
G 9      14.923
G11      -7.377
G14      -5.494
G15     -16.156
G17     -20.117
G21     -13.640
G25      10.974
G26      18.047
G27      12.279
G28     -11.160
G30       9.937
G31     -18.034
G32       5.212
R 2       7.388
R 3     -10.175
R 4     -11.049
R 5       2.663
R 6       8.722
R 7      -9.418
R 8     -18.387
R 9      -2.653
R12       9.780
R14      13.114
R15       7.222
R16       7.629
R17      -1.200
R18      15.466
R19     -15.290
R20      -7.163
R21      -2.500
R22       1.972
R24       3.880
# DCB rec:
G     -57.416
R     -26.333
