# DCB sat:
G 1      -8.639
G 3      13.806
G 4       0.701
G 6      17.561
G 7     -14.515
G 8      15.385
G 9      14.974
G11      -7.738
G14      -5.104
G15     -15.943
G17     -18.252
G21     -13.148
G23      -8.003
G25      10.149
G26      18.366
G27      13.358
G28     -10.873
G30      10.275
G31     -17.554
G32       5.195
R 2       7.202
R 3      -9.940
R 4     -10.817
R 5       2.783
R 6       8.818
R 7      -9.415
R 8     -18.354
R 9      -2.848
R11      -1.114
R12       9.523
R14      13.263
R15       7.450
R16       7.588
R17      -0.210
R18      16.057
R19     -15.015
R20      -7.248
R21      -2.921
R22       0.496
R24       4.701
# DCB rec:
G     -58.843
R     -27.359
