# DCB sat:
G 1      -9.645
G 3      13.080
G 4       0.057
G 6      17.045
G 7     -15.263
G 8      14.569
G 9      14.658
G11      -8.086
G14      -5.870
G15     -15.082
G17     -17.714
G21     -13.348
G25      10.041
G26      17.702
G27      12.498
G28     -11.313
G30       9.605
G31     -18.078
G32       5.143
R 2       7.247
R 3     -10.149
R 4     -11.032
R 5       2.563
R 6       8.748
R 7      -9.311
R 8     -17.311
R 9      -2.851
R12       9.611
R14      13.020
R15       7.211
R16       7.265
R17      -0.350
R18      15.710
R19     -15.364
R20      -7.285
R21      -2.809
R22       0.399
R24       4.686
# DCB rec:
G     -59.216
R     -28.129
