# DCB sat:
G 1     -11.965
G 3      10.429
G 4      -2.659
G 6      14.816
G 7     -18.161
G 8      13.504
G 9      11.861
G11     -10.092
G14      -8.389
G15     -11.078
G17     -22.435
G21     -15.017
G23       8.579
G25      15.719
G26      12.338
G27     -13.582
G28       6.824
G30     -20.615
G31       3.386
G32      36.536
R 2     -12.023
R 3     -12.964
R 4       0.630
R 5       6.719
R 6     -10.206
R 7     -11.684
R 8      -3.706
R 9      -2.060
R11       8.365
R12      11.497
R14       5.453
R15       5.307
R16       0.335
R17      13.146
R18     -17.005
R19      -8.726
R20      -4.152
R21      -0.755
R22       7.842
R24      23.986
# DCB rec:
G     -54.332
R     -23.986
