# DCB sat:
G 1     -12.517
G 3       9.965
G 4      -3.017
G 6      14.653
G 7     -18.862
G 8      13.749
G 9      11.342
G11     -10.240
G14      -8.962
G15      -8.926
G17     -22.168
G21     -14.576
G23       8.696
G25      15.629
G26      13.064
G27     -13.638
G28       6.138
G30     -20.832
G31       3.758
G32      36.744
R 2     -12.325
R 3     -13.331
R 4       0.205
R 5       6.410
R 6     -10.056
R 7      -9.370
R 8      -3.730
R 9      -2.207
R11       8.478
R12      11.313
R14       5.094
R15       4.484
R16       1.325
R17      12.684
R18     -17.358
R19      -8.838
R20      -4.270
R21      -1.510
R22       9.130
R24      23.868
# DCB rec:
G     -54.257
R     -23.868
