# UT  I_v  G_lon  G_lat  G_q_lon  G_q_lat  G_t  G_q_t
  0.000      6.659     -0.022     -0.538     -0.016     0.013     -4.536     -3.554
  1.000      8.274     -0.047     -0.368     -0.017    -0.016      0.297     -0.488
  2.000      7.285     -0.069     -0.335     -0.008    -0.011      0.836     -0.015
  3.000      6.478     -0.080     -0.408     -0.004    -0.005     -0.057      0.939
  4.000      7.679      0.134     -0.435      0.007    -0.005     -3.436      2.244
  5.000     13.400      0.430     -0.483      0.012    -0.010     -7.163      1.653
  6.000     21.823      0.574     -0.513     -0.005    -0.013     -7.263     -1.080
  7.000     28.064      0.575     -0.399      0.004    -0.027     -6.056      0.251
