# DCB sat:
G 1      -9.827
G 3      12.950
G 4      -0.084
G 6      17.440
G 7     -15.205
G 8      14.100
G 9      15.294
G11      -7.029
G14      -5.726
G15     -15.399
G17     -20.986
G21     -13.626
G25      11.328
G26      18.048
G27      11.753
G28     -11.043
G30       9.819
G31     -18.069
G32       6.262
R 2       7.623
R 3     -10.372
R 4     -11.234
R 5       2.389
R 6       8.609
R 7      -9.249
R 8     -17.951
R 9      -2.798
R12       9.937
R14      12.828
R15       7.026
R16       7.398
R17      -1.608
R18      15.396
R19     -15.619
R20      -7.175
R21      -1.814
R22       2.567
R24       4.046
# DCB rec:
G     -57.440
R     -26.263
