# UT  I_v  G_lon  G_lat  G_q_lon  G_q_lat  G_t  G_q_t
  0.000      8.036     -0.054     -0.516     -0.003     0.014     -2.728     -2.513
  1.000      9.031     -0.046     -0.317     -0.012    -0.013      0.403     -0.450
  2.000      8.080     -0.055     -0.275     -0.008    -0.007      0.807     -0.043
  3.000      7.213     -0.068     -0.347     -0.003     0.000     -0.057      0.990
  4.000      8.568      0.151     -0.407      0.006    -0.004     -3.273      2.108
  5.000     14.248      0.466     -0.489      0.012    -0.011     -7.263      1.877
  6.000     22.720      0.584     -0.514      0.004    -0.013     -7.448     -1.140
  7.000     29.133      0.590     -0.396      0.011    -0.026     -6.145      0.202
