# DCB sat:
G 1      -9.915
G 3      13.032
G 4       0.083
G 6      16.924
G 7     -15.524
G 8      14.702
G 9      14.395
G11      -8.390
G14      -6.176
G15     -14.206
G17     -17.230
G21     -13.112
G25       9.873
G26      17.614
G27      12.891
G28     -11.355
G30       9.262
G31     -18.080
G32       5.210
R 2       7.177
R 3     -10.146
R 4     -11.041
R 5       2.519
R 6       8.672
R 7      -9.350
R 8     -16.367
R 9      -2.956
R12       9.547
R14      13.026
R15       7.131
R16       6.820
R17       0.238
R18      15.760
R19     -15.454
R20      -7.369
R21      -3.056
R22      -0.427
R24       5.276
# DCB rec:
G     -61.889
R     -30.751
