# UT  I_v  G_lon  G_lat  G_q_lon  G_q_lat  G_t  G_q_t
  0.000      5.876     -0.021     -0.518     -0.016     0.012     -4.575     -3.589
  1.000      7.494     -0.047     -0.347     -0.017    -0.017      0.329     -0.446
  2.000      6.520     -0.064     -0.314     -0.009    -0.011      0.807     -0.019
  3.000      5.734     -0.073     -0.386     -0.005    -0.006     -0.049      0.913
  4.000      6.955      0.128     -0.409      0.005    -0.008     -3.277      2.143
  5.000     12.559      0.408     -0.448      0.006    -0.015     -6.887      1.681
  6.000     20.904      0.551     -0.484     -0.015    -0.025     -7.005     -1.098
  7.000     27.085      0.540     -0.366     -0.012    -0.041     -5.847      0.227
