# DCB sat:
G 1     -13.774
G 3       6.244
G 4      -6.177
G 6      15.375
G 7     -20.095
G 8      14.813
G 9      10.010
G11      -7.270
G14      -5.954
G15     -34.172
G17      -7.809
G21       9.607
G25      15.122
G26      12.101
G27     -13.638
G28       6.744
G30     -22.620
G31       3.623
G32      37.871
R 2     -15.036
R 3     -16.422
R 4      -1.889
R 5       6.360
R 6      -3.955
R 7       4.241
R 8      10.328
R 9       9.358
R12       3.449
R14       4.961
R15       3.292
R16      12.951
R17     -19.175
R18      -8.279
R19      -1.464
R20       1.464
R21       6.076
R22       1.871
R24       1.871
# DCB rec:
G     -32.171
R      -1.871
