# DCB sat:
G 1      -8.996
G 3      13.780
G 4       0.683
G 6      17.422
G 7     -14.900
G 8      15.259
G 9      14.776
G11      -7.944
G14      -5.609
G15     -14.959
G17     -17.473
G21     -12.893
G23      -8.257
G25      10.326
G26      18.330
G27      13.568
G28     -10.926
G30       9.821
G31     -17.516
G32       5.508
R 2       7.247
R 3      -9.884
R 4     -10.815
R 5       2.697
R 6       8.666
R 7      -9.554
R 8     -17.381
R 9      -3.020
R11      -0.962
R12       9.509
R14      13.292
R15       7.296
R16       7.016
R17       0.150
R18      15.901
R19     -15.141
R20      -7.317
R21      -3.073
R22      -0.066
R24       5.439
# DCB rec:
G     -60.966
R     -29.442
