# DCB sat:
G 1      -9.179
G 3      13.875
G 4       0.714
G 6      17.635
G 7     -14.760
G 8      15.184
G 9      14.452
G11      -7.671
G14      -5.630
G15     -15.587
G17     -16.535
G21     -12.671
G23      -8.644
G25       9.894
G26      18.370
G27      13.683
G28     -10.919
G30       9.977
G31     -17.596
G32       5.408
R 2       7.234
R 3     -10.031
R 4     -10.812
R 5       2.704
R 6       8.895
R 7      -9.603
R 8     -17.874
R 9      -3.138
R11      -1.867
R12       9.583
R14      13.309
R15       7.391
R16       7.077
R17       0.048
R18      15.993
R19     -15.062
R20      -7.160
R21      -2.588
R22       0.559
R24       5.341
# DCB rec:
G     -60.746
R     -29.166
