# UT  I_v  G_lon  G_lat  G_q_lon  G_q_lat  G_t  G_q_t
  0.000      6.632     -0.052     -0.480     -0.004     0.013     -2.549     -2.394
  1.000      7.541     -0.046     -0.282     -0.013    -0.014      0.441     -0.373
  2.000      6.629     -0.049     -0.243     -0.008    -0.009      0.750     -0.056
  3.000      5.815     -0.060     -0.311     -0.004    -0.002     -0.045      0.922
  4.000      7.189      0.137     -0.362      0.002    -0.008     -3.004      1.938
  5.000     12.712      0.416     -0.427      0.002    -0.020     -6.762      1.813
  6.000     20.997      0.535     -0.454     -0.012    -0.029     -6.962     -1.161
  7.000     27.302      0.521     -0.335     -0.015    -0.046     -5.779      0.159
