# DCB sat:
G 1      -9.928
G 3      13.040
G 4       0.034
G 6      16.982
G 7     -15.680
G 8      14.665
G 9      14.308
G11      -8.036
G14      -6.293
G15     -14.195
G17     -18.548
G21     -13.210
G25      10.578
G26      17.868
G27      13.171
G28     -11.238
G30       9.094
G31     -18.068
G32       5.455
R 2       7.351
R 3     -10.179
R 4     -11.048
R 5       2.562
R 6       8.521
R 7      -9.624
R 8     -16.265
R 9      -3.041
R12       9.735
R14      13.131
R15       7.019
R16       6.617
R17       0.305
R18      15.384
R19     -15.517
R20      -7.301
R21      -2.926
R22      -0.115
R24       5.392
# DCB rec:
G     -61.739
R     -30.597
