# UT  I_v  G_lon  G_lat  G_q_lon  G_q_lat  G_t  G_q_t
  0.000      9.030     -0.053     -0.535     -0.003     0.015     -2.815     -2.571
  1.000     10.067     -0.046     -0.336     -0.012    -0.012      0.380     -0.492
  2.000      9.093     -0.058     -0.294     -0.007    -0.007      0.839     -0.037
  3.000      8.195     -0.073     -0.368     -0.002     0.001     -0.063      1.027
  4.000      9.535      0.158     -0.432      0.008    -0.002     -3.422      2.204
  5.000     15.304      0.494     -0.525      0.017    -0.006     -7.541      1.906
  6.000     23.875      0.611     -0.549      0.014    -0.004     -7.713     -1.127
  7.000     30.345      0.629     -0.432      0.026    -0.015     -6.348      0.229
