# DCB sat:
G 1     -13.626
G 3       6.300
G 4      -6.134
G 6      15.418
G 7     -19.789
G 8      15.137
G 9       9.974
G11      -7.054
G14      -5.574
G15     -35.021
G17      -7.966
G21       9.506
G25      15.040
G26      12.293
G27     -13.879
G28       7.077
G30     -22.783
G31       3.406
G32      37.677
R 2     -15.493
R 3     -16.763
R 4      -2.188
R 5       6.051
R 6      -4.120
R 7       4.053
R 8       9.720
R 9       8.973
R12       3.239
R14       5.035
R15       3.198
R16      12.821
R17     -19.482
R18      -8.666
R19      -1.701
R20       1.368
R21       6.218
R22       3.869
R24       3.869
# DCB rec:
G     -34.497
R      -3.869
